Dev_log2_enrichment	Hk_log2_enrichment
0.504304837	1.767339243
6.169925001	4.584962501
-1.003602237	-0.15560533
3.825604294	0.429251358
3.366322214	3.491853096
5.404390255	4.626782676
-1.542258052	-0.319865629
-0.678071905	-1.678071905
2.041820176	2.404390255
2.404390255	2.141355849
2.621488377	3.258918297
4.798366139	5.442222329
0.627666952	0.45774195
2.192645078	0.777607578
2.198545679	0.976153258
2.273565073	0.399095956
-1.776103988	-1.361066488
4.662965013	3.222392421
3.099535673	3.684498175
2.018147347	1.603109848
2.781359714	1.906890596
-1.614709845	-2.199672344
0.386468347	0.871895174
-0.070389328	1.63005039
3.244851872	3.172702086
1.610433188	-0.126532406
0.919829651	-0.080170349
2.544320516	2.058893689
-0.242856523	0.172180975
0.239779053	0.409704055
0.531851165	1.268816758
0.627666952	0.45774195
0.982078092	1.304006187
1.603109848	3.105610188
2.746243408	2.505235308
-0.257559276	-0.909635971
1.09696173	2.09696173
6.321928095	5.239465935
0.068587086	-0.416839743
0.041820176	0.404390255
3.243925583	3.074000582
0.246639968	-0.975752455
4.473931188	2.736965594
1.112474729	0.69743723
4.502500341	5.058893689
1.572989859	0.403064858
3.852442811	4.399930607
-0.041730565	0.078563669
0.777607578	3.099535673
0.736965594	-1.0
1.638231641	-0.683696455
2.358453971	3.791413379
1.172180976	1.757143476
0.678071905	0.765534746
3.234465254	2.819427754
-1.217230716	1.005161705
-0.731545319	0.075809603
0.567040592	1.344648172
-0.256339754	-0.10433666
-0.578536232	-1.315501827
2.490527699	2.988027358
0.814133454	1.984058456
1.779837401	2.570384036
3.466318004	0.658963082
1.074000582	0.489038081
0.229170954	0.551099049
0.399095956	2.13606155
0.868470377	-0.005998741
0.573735245	0.89566334
3.584962501	3.0
1.596103058	1.217591435
5.6794801	5.670656249
3.763932642	1.915935735
2.376563351	2.690671942
-0.341036918	1.395928676
2.321928095	3.0
2.940498988	2.692571475
0.277533975	1.862496476
-0.475084884	0.662418641
2.59400764	1.178970141
5.974004792	5.321928095
4.389042291	2.929610672
3.036525876	3.843880798
2.321928095	2.0
0.404390255	0.819427754
1.025995208	2.4665678
2.138706271	1.138706271
-1.270528942	-1.685566442
3.736965594	2.567040593
0.763507382	-0.914564523
2.067114196	1.415037499
-0.321928095	1.263034406
-0.919657892	0.495379608
1.0	1.321928095
5.362570079	5.192645078
3.234465254	2.234465254
-1.060047384	1.261880711
1.603109848	2.188072348
-0.065473838	-0.287866259
0.55374377	-0.223863809
-1.175258446	-0.760220947
0.118988037	-0.144046369
0.202987023	1.202987022
0.632628934	0.89566334
-1.057450274	0.401981346
0.855610091	0.607682577
1.0489096	1.4639471
1.922202722	2.49410907
4.321928095	3.869415891
-0.252980741	1.747019259
1.217591435	0.480625841
1.200912694	0.4639471
-0.108524457	0.591915262
3.556393348	2.234465254
4.212303604	4.286304185
3.943416471	3.791413379
2.0	1.0
3.029146346	3.614108846
0.480625841	0.89566334
-1.017921909	0.982078092
1.222392421	0.584962501
0.31070084	1.118055762
1.074000582	1.726077278
2.88654195	6.070966521
0.49749966	-0.50250034
3.63911827	3.091630475
2.556393348	3.404390255
0.584962501	1.321928095
-2.859638314	-1.859638314
-0.68929916	-0.310787538
0.555215157	0.385290156
2.898716664	3.246639968
-1.821029859	-1.405992358
4.943416472	4.428843299
2.473931188	1.473931188
1.68965988	2.689659879
1.514573173	3.602036014
5.421463769	4.974004792
3.602036014	2.514573173
-1.121015401	-1.705977902
3.019365325	2.867362231
3.046921047	0.988027358
-0.026800059	-0.441837559
0.093109405	0.415037499
1.036525876	2.206450877
-0.744161096	-1.966553519
1.785875195	-0.121015401
3.152003093	1.152003093
3.034351505	2.116813665
-0.178449074	-0.915414668
2.707218251	3.614108846
1.929610672	2.251538767
2.561115759	2.391190757
2.380031049	3.302028538
2.0	2.756728849
1.540568381	2.347923303
1.979535898	0.757143476
1.588573754	2.074000582
0.491853096	-1.093109404
2.96829114	2.798366139
2.514573173	3.292180751
2.856264522	2.4639471
0.128156352	0.391190758
2.581170922	2.14059833
-1.164571768	0.250465732
1.635427568	1.44278249
5.058893689	4.321928095
-0.395748328	-1.073820235
0.876617585	0.069262663
0.540568382	-1.196397214
-1.10433666	0.703018262
-0.040641985	1.152003093
3.75308526	3.800390974
2.480625841	3.065588342
0.954063716	-0.326044203
2.574694165	4.226770862
1.415037499	2.415037499
3.447458977	2.125530882
3.556393348	3.819427754
5.584962501	5.0
0.036525877	0.621488376
-0.582957366	0.154008229
2.415037499	1.093109404
1.736965594	1.389042291
-0.678071905	-0.415037499
1.074000582	3.074000582
0.683854258	0.531851165
1.653549586	2.653549586
0.373560864	-0.626439137
2.106915204	2.884522783
2.952694285	0.367731785
2.384754932	2.095248315
0.678071905	1.777607579
0.240134003	-0.496831591
-1.163498734	-0.025995209
-1.378511622	-1.185866544
-1.361066488	-0.553711566
5.291231298	5.275634443
2.428843299	1.943416472
3.215012891	2.684498174
0.501749133	1.671674134
0.556393348	0.234465253
0.306977753	-0.693022247
2.473931188	2.321928095
1.202987022	2.524915117
-1.402964665	-2.98792717
1.567040593	2.374395515
3.300866479	3.828113482
-0.435628594	0.8862995
3.26607486	2.340075442
-0.9510904	0.785875195
0.884522782	-0.115477218
0.853158612	2.04580369
-1.058893689	-1.228818689
4.807354922	6.087462841
1.834662268	2.027307346
4.746425923	5.096368395
1.28239973	-0.30256277
3.567040592	2.814968106
-0.485426828	-1.22239242
1.607239421	0.559933706
0.175571565	-1.087462842
0.260151897	0.601188815
0.09696173	-0.224966365
1.074000582	-0.247927514
8.984893108	8.437405312
-2.476813693	-1.061776198
0.192645078	0.455679483
0.757143476	-0.242856523
-1.303780749	-1.496425825
0.152003093	-0.263034406
2.477578965	1.340075442
2.5334322	2.7744403
2.621488377	1.843880798
1.607682577	2.415037499
-0.23737545	-1.130460246
-0.109121722	-0.916476643
1.392137097	0.070209002
0.971430848	0.649502753
-1.236492618	-0.236492618
0.143124943	-0.704871963
2.915935735	1.763932642
-0.586564605	-0.245527688
1.640104055	0.640104055
1.695331105	1.615160757
-2.201633863	-1.786596364
-1.247927512	-1.569855609
0.96437609	0.549338591
-2.319039813	-2.056005409
0.144010303	0.407044709
0.808858513	1.393821013
1.043943348	0.944407674
0.278600663	-0.172060747
-0.232660756	-0.910732661
0.96829114	1.257797758
1.85160816	2.436570661
2.956278623	1.840801405
3.321928095	1.556393349
0.415037499	1.0
1.514573173	1.929610672
4.038621294	4.355094959
-0.263034406	-0.137503524
8.321928095	8.044394119
2.428843299	1.621488377
1.277533975	1.862496476
1.765534746	1.378511623
1.009045139	1.178970141
4.206450877	5.176077228
-0.788495896	0.452512205
0.959358015	1.152003093
2.906890596	4.321928095
0.066427362	-0.670538233
2.0	3.0
1.168122759	0.846194664
5.443918619	5.519867472
3.341036917	3.9510904
-0.685566442	-1.685566442
0.103835811	0.706500313
-0.085036103	-0.570462932
4.143590853	1.89566334
1.881355503	0.948469699
-1.741466984	-2.156504488
1.21041978	0.403064858
3.091630475	2.713118852
3.736965594	4.688055994
-1.333423733	-0.19592021
4.455194626	4.760049207
-0.112700133	0.209227962
4.498805857	5.752562449
1.258918297	1.451563375
-0.855989697	-0.718486173
-2.934280595	-1.934280595
3.648969113	3.380480277
0.551854189	0.329461768
2.089267338	2.574694165
1.785875195	2.785875195
-0.831877241	-0.453365617
2.166649869	2.955145764
5.60823228	6.304226093
0.367731785	3.068171503
2.222392421	3.273018494
-0.521050738	1.616452787
2.393011193	1.01449957
2.175086706	2.068171503
1.234465253	2.234465254
0.936497058	0.784493964
1.814133454	1.399095955
-1.341036918	-0.92599942
4.96437609	6.487938046
1.4639471	1.686339521
2.798366139	3.96829114
2.473931188	1.736965594
0.246639968	0.609210047
-0.163038615	-0.385431038
3.910297197	2.182376742
0.415037499	2.415037499
4.087462841	4.169925001
-2.701364223	-3.286326734
0.657238402	1.197806783
1.036525876	0.451563376
-0.089347485	-1.259272488
2.514573173	2.251538767
-0.937344393	-0.674309986
2.271302022	1.0489096
0.567040592	1.204470513
1.142019005	0.4639471
-2.373880175	-0.63691458
3.584962501	5.64385619
1.116023797	1.744055019
-3.410239335	-3.825276834
0.253882707	-0.03562391
0.996208421	0.655171503
-0.954196311	0.920272807
4.626782676	3.404390255
0.485426827	-0.514573173
3.625934282	3.888968687
-1.128104825	-0.935459748
3.134301092	1.549338591
-0.263034406	1.196397213
1.248679113	1.471071534
-1.973527787	-1.732519689
-3.101187817	-2.779259719
0.862496476	2.084888897
-0.552541023	-1.722466025
-1.554588851	-0.969626351
-0.137503524	0.59946207
3.027744991	2.027744991
3.300866479	1.798366139
-1.671796581	-3.256759077
3.891293741	3.615659298
3.321928095	4.799975392
3.60572106	3.38332864
0.234465253	0.719892081
2.0	1.678071905
3.371968778	4.0
-0.510961919	-0.873531998
1.296393003	1.074000582
0.552861658	0.815896063
2.181446871	2.969942766
0.415037499	1.584962501
3.68965988	4.412125904
-1.80391584	-1.066950244
2.96437609	4.093659107
2.152003093	1.344648172
6.578267848	7.106199404
2.282399731	2.112474729
-1.04001568	0.129909323
0.699876275	1.787339117
2.49410907	1.49410907
1.208586622	0.830074999
1.990413951	1.542954974
-1.857980995	-1.121015401
3.514573173	2.251538767
-1.209453367	-0.209453365
1.277533975	1.152003093
0.584962501	2.584962501
1.309104054	2.408639728
0.321928095	-0.415037499
3.238005611	1.862496476
-1.520422249	-0.935459748
3.819427754	4.989352756
4.38332864	3.60572106
3.707218251	3.794681092
0.988412026	1.121678557
3.321928095	4.058893689
1.655171503	3.441767865
0.383328639	1.96829114
2.460634366	1.138706271
-2.234194724	-0.649232221
0.088308419	-1.326729082
3.234465254	2.556393348
-1.228818689	-0.769387071
3.906890596	2.906890596
2.715270523	2.063193827
3.584962501	4.459431619
0.105990696	1.328383117
1.693111305	0.938223803
-0.459431619	0.540568382
-3.343407829	-2.606442232
4.239101664	3.832781382
2.894506871	3.764446331
0.340836557	-0.436771021
2.49410907	1.979535898
0.204140717	-0.506352666
2.884522783	1.884522782
6.321928095	5.573466862
-1.432959409	-1.017921909
0.480625841	1.703018262
-6.477308608	-6.062271045
3.791413379	3.943416471
0.283792966	1.061400545
0.830074999	-0.017921908
1.188072348	0.018147347
-1.255500732	-0.448145811
1.539026217	0.621488376
2.718587065	2.477578965
0.357031895	0.116023796
-0.576925183	0.64546724
2.224317298	0.75038611
2.477578965	2.603109847
4.801095932	3.862496477
-0.510961919	0.226003675
3.36257008	5.0
4.974004792	4.099535673
1.099535674	0.514573173
2.951905712	2.876617584
0.929610672	2.929610672
-0.632268216	0.537656786
1.887697031	1.817307703
2.321928095	2.544320516
2.44278249	3.612707491
0.59400764	0.178970141
2.923378718	1.0489096
0.736965594	1.152003093
2.086711633	2.961180751
-2.129283014	-2.54432052
1.160936218	-0.424026282
2.798366139	4.120294234
6.602036014	6.421463768
1.556393349	1.75802721
2.652076697	4.192645078
3.810966176	4.881355503
0.881355503	1.243925583
2.736965594	1.263034406
2.862496476	2.184424571
-0.263034406	0.736965594
1.594007641	2.178970141
3.874469118	4.222392422
1.862496476	3.321928095
-1.317111077	0.557358039
-1.592158	-0.592158002
0.692571475	0.277533975
2.321928095	3.321928095
-0.005998741	0.57896376
1.263034406	2.584962501
-2.941732343	-1.719339921
3.847996907	3.485426827
0.658963082	1.074000582
0.919080005	0.025995208
0.970599084	1.275453665
4.485426827	4.847996907
-0.469234793	-0.009803175
1.433184846	-0.566815155
3.736965594	2.514573173
-1.734903126	-0.220329954
0.77349147	1.258918297
2.338416218	1.200912694
-0.124328134	0.138706271
0.621488376	0.528378972
-0.284344911	-1.769771739
1.299560282	0.884522782
5.120294234	3.38332864
2.115477217	2.222392421
-0.51517417	0.707218251
1.747019259	2.33198176
2.64385619	3.491853096
3.118394701	4.628589433
4.120294234	4.656347134
3.099535673	4.099535673
2.178970141	2.59400764
-0.149747119	-1.149747121
3.614108846	3.029146346
4.774440299	5.395928676
-0.174497732	0.018147347
0.549338591	2.134301092
4.813463732	3.187278568
0.273168784	1.273168783
0.621488376	0.206450878
0.722015253	0.306977753
3.349942471	1.649502753
0.96437609	1.664815808
-1.516375416	-2.323730338
2.169925001	2.0
3.334000927	4.427110331
2.367731785	3.367731785
2.893084796	2.362570079
3.428843299	4.791413378
0.825502269	2.188072348
5.321928095	5.404390255
3.084888898	3.736965594
2.058893689	1.736965594
-0.386416822	-0.193771743
-0.133399125	0.18852897
4.0	3.192645078
3.26607486	3.541709303
0.125530882	0.710493382
5.032421478	5.769387072
-1.740567832	-0.238067491
0.658963082	-0.92599942
0.55374377	2.254183488
2.129283017	1.321928095
1.257797758	1.120294233
0.480625841	1.89566334
-0.651530117	-1.651530119
4.140321288	0.367731785
1.489038081	0.074000582
0.85654721	0.397115591
2.689659879	2.952694285
-2.058893689	-1.473931188
3.152003093	5.473931188
-1.142957953	-0.40599236
4.621488377	4.469485283
-0.940166752	-0.355204249
-2.07610298	-1.339137385
3.243925583	3.395928676
2.374395515	1.152003093
2.816400062	3.829224102
3.043392595	2.375967935
0.584962501	2.459431619
-1.390353235	0.889754683
1.514573173	2.099535674
2.862496476	3.788495895
5.099535674	4.514573173
1.936274402	2.959358016
-2.343407822	-1.606442228
1.223896012	1.683327631
-0.197146471	-1.004501391
1.514573173	1.736965594
1.176877762	0.476438044
2.736965594	1.830074999
1.594007641	1.178970141
3.161463423	4.321928095
4.222392422	4.0
1.985644707	2.911644126
3.099535673	1.836501268
1.64385619	1.321928095
